TS092,FIELD pH,FIELD CONDUCTIVITY,TEMPERATURE,FIELD DISSOLVED OXYGEN,FLOW,LAB CONDUCTIVITY,SULFATE,DISSOLVED SOLIDS,SUSPENDED SOLIDS,LAB pH,ALKALINITY,HOT ACIDITY,MINERAL ACIDITY,IRON_D,MANGANESE_D,ALUMINUM_D,IRON_T,MANGANESE_T,ALUMINUM_T
2002-09-25,7.8,270,17,4.2,0.065,,83,,4,7.63,144,0,0,0.36,0.34,0.056,0.86,0.42,0.065
2002-11-05,7.7,211,9.5,8.7,19.92,225.0,40,124.0,33,7.28,44,0,0,0.65,0.22,0.6,1.03,0.26,0.7
2002-12-30,7.4,110,6.4,,22.89,130.0,29,76.0,4,7.15,28,0,0,0.26,0.15,0.038,0.41,0.16,0.17
2003-01-21,7.6,134.7,1.5,,7.712,140.0,31,96.0,0,6.93,32,0,0,0.36,0.21,0,0.55,0.21,0
2003-02-11,7,138,2.4,,29.23,147.0,33,76.0,0,6.86,34,0,0,0.22,0.1,0,0.43,0.1,0
2003-03-28,7.2,133,15.2,21,11.17,142.0,32,120.0,0,6.95,42,0,0,0.26,0.09,0,0.43,0.12,0.034
2003-04-21,6.9,154,16.5,,,129.0,78,104.0,91,7.09,38,0,0,0.13,0.06,0.085,1.48,0.12,0.8
2003-05-06,7.6,109.4,15.1,,,116.0,18,84.0,85,7.02,28,0,0,0.84,0.07,0.338,0.95,0.08,0.396
2003-06-06,7,180.6,15.5,,8,148.0,33,96.0,4,7.29,140,0,0,0.28,0.09,0.024,0.67,0.11,0.165
2003-07-15,7.3,170.6,23.1,,4.43,171.0,29,88.0,17,6.75,76,0,0,0.26,0.27,0.031,0.97,0.97,0.111
2003-08-06,7.5,149.3,22,,8,155.0,29,100.0,7,7.35,66,0,0,0.45,0.06,0.09,0.72,0.08,0.166
2003-09-06,7.5,162.9,18.6,,10,169.0,32,124.0,3,7.23,68,0,0,0.32,0.1,0.025,0.9,0.11,0.134
2003-10-13,7,220.4,16.5,,1.46,268.0,33,136.0,5,7.46,86,0,0,0.58,0.14,0,1.61,0.35,0.196
2003-12-23,7.8,142,5.5,11.4,29,128.0,22,92.0,11,7.3,56,0,0,0.15,0.07,0.029,0.37,0.07,0.255
2004-01-21,7,107.2,2.2,,43.3,112.0,19,60.0,8,7.61,134,0,0,0.25,0.08,0.075,0.43,0.08,0.135
