TS127,FIELD pH,FIELD CONDUCTIVITY,TEMPERATURE,FIELD DISSOLVED OXYGEN,FLOW,LAB CONDUCTIVITY,SULFATE,DISSOLVED SOLIDS,SUSPENDED SOLIDS,LAB pH,ALKALINITY,HOT ACIDITY,MINERAL ACIDITY,IRON_D,MANGANESE_D,ALUMINUM_D,IRON_T,MANGANESE_T,ALUMINUM_T
2002-10-29,7.1,29.7,10.3,9.35,,42,1,12,0,6.44,4,24,0,0,0,0.095,0.09,0,0.7
2002-11-27,7,33.5,4,7,,42,4,36,1,6.3,8,0,0,0,0,0.146,0,0,0.188
2003-01-03,7.6,25.4,4.7,,,34,1,20,12,6.12,4,4,0,0,0,0.117,0.11,0,0.235
2003-01-29,,22,0.1,,,58,12,44,0,6.32,14,6,0,0,0,0.037,0,0.07,0.044
2003-03-05,6.8,26.1,4.9,,,35,6,28,2,6.3,4,0,0,0,0,0.054,0,0,0.065
2003-04-01,6.8,25.3,5.9,11.4,,32,6,16,0,6.05,6,6,0,0,0,0.085,0.07,0,0.106
2003-04-24,7,32.8,6.8,,,35,3,20,2,6.36,8,6,0,0,0,0.069,0.06,0,0.096
2003-05-16,7.2,30.7,14.1,,276,43,4,24,0,6.03,6,4,0,0,0,0.054,0.06,0,0.096
2003-06-13,7,24.6,15.5,,,33,3,24,3,6.95,90,0,0,0.06,0,0.058,0.07,0,0.065
2003-07-31,7,30.7,21,,46.4,35,2,20,3,6.68,6,0,0,0.06,0,0.043,0.12,0,0.06
2003-08-26,7,38,24,,44,45,0,28,0,6.58,52,0,0,0,0,0.034,0.1,0,0.059
2003-09-23,6.8,29.2,16.7,,,33,2,28,4,5.25,10,10,0,0,0,0.025,0.26,0,0.112
2003-10-27,7,27.9,9.5,,,39,1,24,4,6.91,12,0,0,0,0,0.052,0.1,0.03,0.127
2003-12-02,6.8,33,2.4,,,31,4,20,0,7.15,20,0,0,0,0,0.07,0.08,0,0.071
2004-01-06,6.5,26,3.5,,,44,3,40,0,6.54,24,0,0,0,0,0.177,0.07,0,0.288
2004-02-04,6.5,34.1,-0.1,,,50,8,32,0,6.0,4,0,0,0,0,0.052,0,0,0.077
2004-03-02,7.0,31.7,5.4,,,39,4,28,3,6.41,14,2,0,0,0,0.078,0.17,0,0.194
2004-03-29,6.5,28.7,11.7,11.6,,35,1,28,1,5.73,6,4,0,0,0,0.125,0.06,0,0.188
2004-04-23,6.9,31.5,12.8,,315,34,1,28,2,6.16,8,0,0,0,0,0.038,0,0,0.062
2004-05-25,7.6,31.8,20.1,,277,29,1,20,1,6.16,6,6,0,0,0,0.051,0,0,0.07
2004-06-16,7.8,35.2,18.6,,335,47,2,44,5,6.35,8,6,0,0.1,0,0.03,0.18,0,0.103
2004-07-19,7,44.1,23,,30,40,1,24,0,6.34,16,0,0,0,0,0,0.08,0,0.027
2004-08-11,7,52.1,24.2,,,50,0,28,0,6.5,18,0,0,0,0,0.027,0.06,0,0.031
2004-09-28,7.1,29.2,15.5,,,33,1,32,65,5.98,6,10,0,0.09,0.04,0.148,0.92,0.2,0.429
2004-11-04,7.4,31.8,11.8,,,40,1,20,6,6.1,12,0,0,0,0,0.02,0.11,0,0.12
2004-11-21,6.5,31.1,10.1,,,39,0,20,3,6.25,8,24,0,0,0,0.047,0,0,0.048
2004-12-18,6,30.1,1.2,,,37,3,36,2,5.59,10,6,0,0,0,0.042,0,0,0.087
2005-02-23,6.0,28.3,5.1,,,28,5,20,0,6.41,2,4,0,0,0,0.136,0.06,0,0.141
2005-03-29,6.0,25.0,6.7,,,28,1,28,19,6.08,4,12,0,0,0,0.12,0.16,0.03,0.286
2005-04-26,6.5,30.8,10.7,,,30,2,20,0,6.21,12,14,0,0,0,0.087,0.07,0,0.153
2005-05-17,6.9,35,16.5,,217,36,0,32,1,6.27,2,16,0,0,0,0.074,0,0,0.2
2005-06-27,7,52.6,29.8,,15,57,0,40,0,6.83,26,0,0,0,0,0.085,0,0,0.095
2005-07-25,7,37.7,22.7,,147,35,1,28,3,6.13,54,0,0,0,0,0.023,0,0,0.036
2005-10-05,8,54,19.9,10.12,5,104,7,52,0,6.84,28,0,0,0.13,0,0.034,0.13,0,0.039
2005-11-10,7.1,27.7,8.6,NaN,NaN,35,2,20,20,6.4,12,8,0,0.06,0.06,0.163,0.1,0.07,0.17
2006-01-23,7.4,27.1,5.7,NaN,NaN,38,2,28,9,6.33,18,0,0,0,0.04,0.103,0.08,0.06,0.176
2006-02-28,7.5,28.1,3.8,NaN,288.6,36,11,28,2,6.31,8,6,0,0,0.02,0.025,0,0.02,0.037
2006-03-29,7.6,31.5,4.5,NaN,NaN,36,3,28,0,6.63,62,0,0,0,0,0.041,0.11,0,0.113
